(2, 2, 2, 2, 2, 2, 2) 19
(2, 2, 2, 2, 2, 2, 4) 14
(2, 2, 2, 2, 2, 4, 2) 15
(2, 2, 2, 2, 2, 4, 4) 35
(2, 2, 2, 2, 4, 2, 2) 39
(2, 2, 2, 2, 4, 2, 4) 14
(2, 2, 2, 2, 4, 4, 2) 32
(2, 2, 2, 2, 4, 4, 4) 42
(2, 2, 2, 4, 2, 2, 2) 47
(2, 2, 2, 4, 2, 2, 4) 31
(2, 2, 2, 4, 2, 4, 2) 21
(2, 2, 2, 4, 2, 4, 4) 53
(2, 2, 2, 4, 4, 2, 2) 72
(2, 2, 2, 4, 4, 2, 4) 36
(2, 2, 2, 4, 4, 4, 2) 29
(2, 2, 2, 4, 4, 4, 4) 42
(2, 2, 4, 2, 2, 2, 2) 39
(2, 2, 4, 2, 2, 2, 4) 47
(2, 2, 4, 2, 2, 4, 2) 51
(2, 2, 4, 2, 2, 4, 4) 47
(2, 2, 4, 2, 4, 2, 2) 53
(2, 2, 4, 2, 4, 2, 4) 10
(2, 2, 4, 2, 4, 4, 2) 18
(2, 2, 4, 2, 4, 4, 4) 53
(2, 2, 4, 4, 2, 2, 2) 72
(2, 2, 4, 4, 2, 2, 4) 18
(2, 2, 4, 4, 2, 4, 2) 9
(2, 2, 4, 4, 2, 4, 4) 47
(2, 2, 4, 4, 4, 2, 2) 33
(2, 2, 4, 4, 4, 2, 4) 27
(2, 2, 4, 4, 4, 4, 2) 39
(2, 2, 4, 4, 4, 4, 4) 35
(2, 4, 2, 2, 2, 2, 2) 15
(2, 4, 2, 2, 2, 2, 4) 16
(2, 4, 2, 2, 2, 4, 2) 29
(2, 4, 2, 2, 2, 4, 4) 27
(2, 4, 2, 2, 4, 2, 2) 51
(2, 4, 2, 2, 4, 2, 4) 10
(2, 4, 2, 2, 4, 4, 2) 8
(2, 4, 2, 2, 4, 4, 4) 36
(2, 4, 2, 4, 2, 2, 2) 21
(2, 4, 2, 4, 2, 2, 4) 5
(2, 4, 2, 4, 2, 4, 2) 1
(2, 4, 2, 4, 2, 4, 4) 10
(2, 4, 2, 4, 4, 2, 2) 9
(2, 4, 2, 4, 4, 2, 4) 10
(2, 4, 2, 4, 4, 4, 2) 19
(2, 4, 2, 4, 4, 4, 4) 14
(2, 4, 4, 2, 2, 2, 2) 32
(2, 4, 4, 2, 2, 2, 4) 17
(2, 4, 4, 2, 2, 4, 2) 8
(2, 4, 4, 2, 2, 4, 4) 18
(2, 4, 4, 2, 4, 2, 2) 18
(2, 4, 4, 2, 4, 2, 4) 5
(2, 4, 4, 2, 4, 4, 2) 19
(2, 4, 4, 2, 4, 4, 4) 31
(2, 4, 4, 4, 2, 2, 2) 29
(2, 4, 4, 4, 2, 2, 4) 17
(2, 4, 4, 4, 2, 4, 2) 19
(2, 4, 4, 4, 2, 4, 4) 47
(2, 4, 4, 4, 4, 2, 2) 39
(2, 4, 4, 4, 4, 2, 4) 16
(2, 4, 4, 4, 4, 4, 2) 9
(2, 4, 4, 4, 4, 4, 4) 14
(4, 2, 2, 2, 2, 2, 2) 14
(4, 2, 2, 2, 2, 2, 4) 9
(4, 2, 2, 2, 2, 4, 2) 16
(4, 2, 2, 2, 2, 4, 4) 39
(4, 2, 2, 2, 4, 2, 2) 47
(4, 2, 2, 2, 4, 2, 4) 19
(4, 2, 2, 2, 4, 4, 2) 17
(4, 2, 2, 2, 4, 4, 4) 29
(4, 2, 2, 4, 2, 2, 2) 31
(4, 2, 2, 4, 2, 2, 4) 19
(4, 2, 2, 4, 2, 4, 2) 5
(4, 2, 2, 4, 2, 4, 4) 18
(4, 2, 2, 4, 4, 2, 2) 18
(4, 2, 2, 4, 4, 2, 4) 8
(4, 2, 2, 4, 4, 4, 2) 17
(4, 2, 2, 4, 4, 4, 4) 32
(4, 2, 4, 2, 2, 2, 2) 14
(4, 2, 4, 2, 2, 2, 4) 19
(4, 2, 4, 2, 2, 4, 2) 10
(4, 2, 4, 2, 2, 4, 4) 9
(4, 2, 4, 2, 4, 2, 2) 10
(4, 2, 4, 2, 4, 2, 4) 1
(4, 2, 4, 2, 4, 4, 2) 5
(4, 2, 4, 2, 4, 4, 4) 21
(4, 2, 4, 4, 2, 2, 2) 36
(4, 2, 4, 4, 2, 2, 4) 8
(4, 2, 4, 4, 2, 4, 2) 10
(4, 2, 4, 4, 2, 4, 4) 51
(4, 2, 4, 4, 4, 2, 2) 27
(4, 2, 4, 4, 4, 2, 4) 29
(4, 2, 4, 4, 4, 4, 2) 16
(4, 2, 4, 4, 4, 4, 4) 15
(4, 4, 2, 2, 2, 2, 2) 35
(4, 4, 2, 2, 2, 2, 4) 39
(4, 4, 2, 2, 2, 4, 2) 27
(4, 4, 2, 2, 2, 4, 4) 33
(4, 4, 2, 2, 4, 2, 2) 47
(4, 4, 2, 2, 4, 2, 4) 9
(4, 4, 2, 2, 4, 4, 2) 18
(4, 4, 2, 2, 4, 4, 4) 72
(4, 4, 2, 4, 2, 2, 2) 53
(4, 4, 2, 4, 2, 2, 4) 18
(4, 4, 2, 4, 2, 4, 2) 10
(4, 4, 2, 4, 2, 4, 4) 53
(4, 4, 2, 4, 4, 2, 2) 47
(4, 4, 2, 4, 4, 2, 4) 51
(4, 4, 2, 4, 4, 4, 2) 47
(4, 4, 2, 4, 4, 4, 4) 39
(4, 4, 4, 2, 2, 2, 2) 42
(4, 4, 4, 2, 2, 2, 4) 29
(4, 4, 4, 2, 2, 4, 2) 36
(4, 4, 4, 2, 2, 4, 4) 72
(4, 4, 4, 2, 4, 2, 2) 53
(4, 4, 4, 2, 4, 2, 4) 21
(4, 4, 4, 2, 4, 4, 2) 31
(4, 4, 4, 2, 4, 4, 4) 47
(4, 4, 4, 4, 2, 2, 2) 42
(4, 4, 4, 4, 2, 2, 4) 32
(4, 4, 4, 4, 2, 4, 2) 14
(4, 4, 4, 4, 2, 4, 4) 39
(4, 4, 4, 4, 4, 2, 2) 35
(4, 4, 4, 4, 4, 2, 4) 15
(4, 4, 4, 4, 4, 4, 2) 14
(4, 4, 4, 4, 4, 4, 4) 19
